"foreignworker";"status";"credithistory";"purpose";"savings";"employmentsince";"otherdebtors";"property";"otherinstallments";"housing";"job";"phone";"duration";"creditamount";"installmentrate";"residencesince";"age";"numberofexsistingcredits";"numberofliablepeople";"gender";"creditworthy";"creditamout_per_month"
"yes";"no checking account";"delay in paying off in the past";"car (used)";"... < 100 Euro";"... < 1 year";"none";"building society savings agreement/ life insurance";"none";"own";"unskilled - resident";"none";15;3594;1;2;46;2;1;"female";"Worthy";239.6
"yes";"< 200 Euro";"existing credits paid back duly till now";"car (new)";"unknown/ no savings account";"1 <= ... < 4 years";"none";"real estate";"none";"own";"unskilled - resident";"none";9;3195;1;2;33;1;1;"female";"Worthy";355.0
"yes";"no checking account";"delay in paying off in the past";"radio/television";"... < 100 Euro";"1 <= ... < 4 years";"none";"real estate";"none";"own";"skilled employee / official";"none";36;4454;4;4;34;2;1;"female";"Worthy";123.72222222222223
"yes";"< 200 Euro";"critical account/";"furniture/equipment";"... < 100 Euro";"... < 1 year";"none";"car or other";"bank";"own";"unskilled - resident";"none";24;4736;2;4;25;1;1;"female";"Not Worthy";197.33333333333334
"yes";"< 200 Euro";"existing credits paid back duly till now";"radio/television";"unknown/ no savings account";".. >= 7 years";"none";"car or other";"none";"own";"skilled employee / official";"none";30;2991;2;4;25;1;1;"female";"Worthy";99.7
"yes";"no checking account";"existing credits paid back duly till now";"business";".. >= 1000 Euro";".. >= 7 years";"none";"real estate";"none";"own";"skilled employee / official";"yes, registered under the customers name";11;2142;1;2;28;1;1;"male";"Worthy";194.72727272727272
"yes";"< 0 Euro";"all credits at this bank paid back duly";"business";"... < 100 Euro";"1 <= ... < 4 years";"none";"building society savings agreement/ life insurance";"none";"rent";"skilled employee / official";"yes, registered under the customers name";24;3161;4;2;31;1;1;"male";"Not Worthy";131.70833333333334
"no";"< 200 Euro";"No credits taken";"others";"... < 100 Euro";"1 <= ... < 4 years";"none";"building society savings agreement/ life insurance";"bank";"own";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";48;18424;1;2;32;1;1;"female";"Not Worthy";383.8333333333333
"yes";"no checking account";"existing credits paid back duly till now";"car (used)";"100 <= ... < 500 Euro";"1 <= ... < 4 years";"co-applicant";"real estate";"none";"own";"skilled employee / official";"none";10;2848;1;2;32;1;2;"male";"Worthy";284.8
"yes";"< 0 Euro";"existing credits paid back duly till now";"car (new)";"... < 100 Euro";".. >= 7 years";"none";"unknown / no property";"bank";"own";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";6;14896;1;4;68;1;1;"male";"Not Worthy";2482.6666666666665
"yes";"< 0 Euro";"existing credits paid back duly till now";"furniture/equipment";"100 <= ... < 500 Euro";"unemployed";"none";"building society savings agreement/ life insurance";"none";"own";"skilled employee / official";"none";24;2359;1;1;33;1;1;"male";"Not Worthy";98.29166666666667
"yes";"< 0 Euro";"existing credits paid back duly till now";"furniture/equipment";"... < 100 Euro";".. >= 7 years";"none";"building society savings agreement/ life insurance";"none";"rent";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";24;3345;4;2;39;1;1;"male";"Not Worthy";139.375
"yes";"no checking account";"critical account/";"furniture/equipment";"... < 100 Euro";"1 <= ... < 4 years";"none";"unknown / no property";"none";"own";"skilled employee / official";"none";18;1817;4;2;28;2;1;"female";"Worthy";100.94444444444444
"yes";"no checking account";"delay in paying off in the past";"radio/television";"500 <= ... < 1000 Euro";"4 <= ... < 7 years";"none";"car or other";"none";"own";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";48;12749;4;1;37;1;1;"male";"Worthy";265.6041666666667
"yes";"< 0 Euro";"existing credits paid back duly till now";"radio/television";"... < 100 Euro";"... < 1 year";"none";"building society savings agreement/ life insurance";"none";"rent";"skilled employee / official";"none";9;1366;3;4;22;1;1;"female";"Not Worthy";151.77777777777777
"yes";"< 200 Euro";"existing credits paid back duly till now";"car (new)";"... < 100 Euro";"4 <= ... < 7 years";"none";"building society savings agreement/ life insurance";"none";"rent";"skilled employee / official";"yes, registered under the customers name";12;2002;3;4;30;1;2;"male";"Worthy";166.83333333333334
"yes";"< 0 Euro";"all credits at this bank paid back duly";"furniture/equipment";"... < 100 Euro";"... < 1 year";"none";"building society savings agreement/ life insurance";"bank";"own";"skilled employee / official";"yes, registered under the customers name";24;6872;2;1;55;1;1;"male";"Not Worthy";286.3333333333333
"yes";"< 0 Euro";"all credits at this bank paid back duly";"car (new)";"... < 100 Euro";"... < 1 year";"none";"car or other";"bank";"own";"skilled employee / official";"yes, registered under the customers name";12;697;4;2;46;2;1;"male";"Not Worthy";58.083333333333336
"yes";"< 0 Euro";"critical account/";"furniture/equipment";"... < 100 Euro";"... < 1 year";"none";"building society savings agreement/ life insurance";"none";"rent";"skilled employee / official";"none";18;1049;4;4;21;1;1;"female";"Worthy";58.27777777777778
"yes";"< 0 Euro";"existing credits paid back duly till now";"car (used)";"... < 100 Euro";"4 <= ... < 7 years";"none";"unknown / no property";"stores";"for free";"skilled employee / official";"yes, registered under the customers name";48;10297;4;4;39;3;2;"male";"Not Worthy";214.52083333333334
"yes";"no checking account";"existing credits paid back duly till now";"radio/television";"unknown/ no savings account";".. >= 7 years";"none";"car or other";"none";"own";"skilled employee / official";"yes, registered under the customers name";30;1867;4;4;58;1;1;"male";"Worthy";62.233333333333334
"yes";"< 0 Euro";"delay in paying off in the past";"car (new)";"... < 100 Euro";"1 <= ... < 4 years";"none";"real estate";"none";"own";"unskilled - resident";"none";12;1344;4;2;43;2;2;"male";"Worthy";112.0
"no";"< 0 Euro";"existing credits paid back duly till now";"furniture/equipment";"... < 100 Euro";"... < 1 year";"co-applicant";"building society savings agreement/ life insurance";"none";"own";"unskilled - resident";"none";24;1747;4;1;24;1;1;"male";"Worthy";72.79166666666667
"yes";"< 200 Euro";"existing credits paid back duly till now";"radio/television";"... < 100 Euro";"... < 1 year";"none";"car or other";"none";"own";"skilled employee / official";"yes, registered under the customers name";9;1670;4;2;22;1;1;"female";"Not Worthy";185.55555555555554
"yes";"no checking account";"critical account/";"car (new)";"... < 100 Euro";"1 <= ... < 4 years";"none";"real estate";"none";"own";"skilled employee / official";"none";9;1224;3;1;30;2;1;"male";"Worthy";136.0
"yes";"< 0 Euro";"existing credits paid back duly till now";"radio/television";"... < 100 Euro";"1 <= ... < 4 years";"none";"car or other";"bank";"own";"skilled employee / official";"none";12;1498;4;1;23;1;1;"female";"Worthy";124.83333333333333
"yes";"< 200 Euro";"delay in paying off in the past";"radio/television";"100 <= ... < 500 Euro";"... < 1 year";"none";"unknown / no property";"stores";"own";"management/ self-employed/ highly qualified employ";"none";30;1919;4;3;30;2;1;"male";"Not Worthy";63.96666666666667
"yes";">= 200 Euro";"existing credits paid back duly till now";"radio/television";"... < 100 Euro";"1 <= ... < 4 years";"none";"real estate";"none";"own";"unskilled - resident";"none";9;745;3;2;28;1;1;"female";"Not Worthy";82.77777777777777
"yes";"< 200 Euro";"existing credits paid back duly till now";"radio/television";"... < 100 Euro";"... < 1 year";"none";"car or other";"none";"rent";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";6;2063;4;3;30;1;1;"male";"Worthy";343.8333333333333
"yes";"< 200 Euro";"existing credits paid back duly till now";"education";"... < 100 Euro";"1 <= ... < 4 years";"none";"unknown / no property";"none";"for free";"skilled employee / official";"none";60;6288;4;4;42;1;1;"male";"Not Worthy";104.8
"yes";"no checking account";"critical account/";"car (used)";"unknown/ no savings account";"1 <= ... < 4 years";"none";"building society savings agreement/ life insurance";"none";"own";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";24;6842;2;4;46;2;2;"male";"Worthy";285.0833333333333
"yes";"no checking account";"existing credits paid back duly till now";"car (new)";"unknown/ no savings account";"... < 1 year";"none";"building society savings agreement/ life insurance";"none";"own";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";12;3527;2;3;45;1;2;"male";"Worthy";293.9166666666667
"no";"no checking account";"existing credits paid back duly till now";"car (new)";"... < 100 Euro";"1 <= ... < 4 years";"none";"real estate";"none";"own";"unskilled - resident";"none";10;1546;3;2;31;1;2;"male";"Worthy";154.6
"yes";"no checking account";"existing credits paid back duly till now";"furniture/equipment";"unknown/ no savings account";"4 <= ... < 7 years";"none";"car or other";"stores";"own";"skilled employee / official";"yes, registered under the customers name";24;929;4;2;31;1;1;"male";"Worthy";38.708333333333336
"yes";"no checking account";"critical account/";"car (new)";"... < 100 Euro";"4 <= ... < 7 years";"none";"real estate";"none";"own";"unskilled - resident";"none";4;1455;2;1;42;3;2;"male";"Worthy";363.75
"yes";"< 0 Euro";"existing credits paid back duly till now";"furniture/equipment";"... < 100 Euro";"... < 1 year";"guarantor";"building society savings agreement/ life insurance";"none";"rent";"skilled employee / official";"none";15;1845;4;1;46;1;1;"female";"Worthy";123.0
"yes";"< 200 Euro";"No credits taken";"car (new)";"500 <= ... < 1000 Euro";"... < 1 year";"none";"car or other";"none";"own";"skilled employee / official";"none";48;8358;1;1;30;2;1;"female";"Worthy";174.125
"yes";"< 0 Euro";"all credits at this bank paid back duly";"furniture/equipment";"500 <= ... < 1000 Euro";"... < 1 year";"none";"unknown / no property";"none";"for free";"skilled employee / official";"yes, registered under the customers name";24;3349;4;4;30;1;2;"male";"Not Worthy";139.54166666666666
"yes";"no checking account";"existing credits paid back duly till now";"car (new)";"unknown/ no savings account";"unemployed";"none";"unknown / no property";"none";"own";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";12;2859;4;4;38;1;1;"male";"Worthy";238.25
"yes";"no checking account";"existing credits paid back duly till now";"furniture/equipment";"... < 100 Euro";"... < 1 year";"co-applicant";"building society savings agreement/ life insurance";"none";"own";"unskilled - resident";"none";18;1533;4;1;43;1;2;"male";"Not Worthy";85.16666666666667
"yes";"no checking account";"existing credits paid back duly till now";"radio/television";"100 <= ... < 500 Euro";".. >= 7 years";"none";"car or other";"none";"own";"skilled employee / official";"none";24;3621;2;4;31;2;1;"male";"Not Worthy";150.875
"yes";"< 200 Euro";"critical account/";"business";"... < 100 Euro";"unemployed";"none";"car or other";"none";"own";"unemployed/ unskilled - non-resident";"yes, registered under the customers name";18;3590;3;3;40;3;2;"male";"Worthy";199.44444444444446
"yes";"< 0 Euro";"delay in paying off in the past";"business";"... < 100 Euro";"4 <= ... < 7 years";"none";"car or other";"none";"own";"skilled employee / official";"yes, registered under the customers name";36;2145;2;1;24;2;1;"male";"Not Worthy";59.583333333333336
"yes";"< 200 Euro";"existing credits paid back duly till now";"car (used)";"500 <= ... < 1000 Euro";"... < 1 year";"none";"car or other";"none";"rent";"skilled employee / official";"none";24;4113;3;4;28;1;1;"female";"Not Worthy";171.375
"yes";"no checking account";"existing credits paid back duly till now";"furniture/equipment";"... < 100 Euro";"unemployed";"none";"car or other";"none";"own";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";36;10974;4;2;26;2;1;"female";"Not Worthy";304.8333333333333
"yes";"< 0 Euro";"existing credits paid back duly till now";"car (new)";"... < 100 Euro";"1 <= ... < 4 years";"guarantor";"building society savings agreement/ life insurance";"none";"own";"skilled employee / official";"yes, registered under the customers name";12;1893;4;4;29;1;1;"female";"Worthy";157.75
"yes";"< 0 Euro";"critical account/";"radio/television";".. >= 1000 Euro";".. >= 7 years";"none";"building society savings agreement/ life insurance";"none";"rent";"management/ self-employed/ highly qualified employ";"yes, registered under the customers name";24;1231;4;4;57;2;1;"female";"Worthy";51.291666666666664
"yes";">= 200 Euro";"critical account/";"radio/television";"unknown/ no savings account";".. >= 7 years";"none";"building society savings agreement/ life insurance";"stores";"own";"unskilled - resident";"none";30;3656;4;4;49;2;1;"male";"Worthy";121.86666666666666
"yes";"< 200 Euro";"critical account/";"radio/television";"... < 100 Euro";".. >= 7 years";"none";"real estate";"none";"own";"unskilled - resident";"none";9;1154;2;4;37;3;1;"male";"Worthy";128.22222222222223
"yes";"< 0 Euro";"existing credits paid back duly till now";"car (new)";"... < 100 Euro";"1 <= ... < 4 years";"none";"car or other";"none";"own";"unskilled - resident";"none";28;4006;3;2;45;1;1;"male";"Not Worthy";143.07142857142858
